ensg	symbol	Adipose_Tissue	Adrenal_Gland	Bladder	Blood	Blood_Vessel	Brain	Breast	Cervix_Uteri	Colon	Esophagus	Fallopian_Tube	Heart	Kidney	Liver	Lung	Muscle	Nerve	Ovary	Pancreas	Pituitary	Prostate	Salivary_Gland	Skin	Small_Intestine	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina
ENSG00000140995	DEF8	4.61620123400879	4.49088021434463	4.99857868326267	4.7140355829202	4.77243450788448	4.91714258919164	4.67968441913623	5.30339974783611	4.68172495403681	4.84562026775985	5.41532603527446	3.62338894200575	4.38425671807972	3.44484188395217	5.11866885750423	3.37587582714831	5.27347718708165	5.46407840841723	3.95365523234585	5.37109918402125	5.12790212489734	4.57622124603464	4.8892822979285	4.54829273644064	5.27985543024514	4.54357028158172	3.9833746197251	5.34338629395386	5.38696534396322	4.88504958481988
ENSG00000177946	CENPBD1	2.73626781503716	2.94183785645516	3.01073279726389	2.05690879797429	2.47759214007631	2.69114174831337	2.91360176108172	2.58636250204196	2.75996334579438	2.78121433849453	2.77981559152201	1.94174682171586	2.36495328812797	2.16589129825115	2.55406084542773	2.29560609177105	3.15639904187558	2.98901876640695	2.09024225502428	3.62150223292177	2.93546032008404	3.10348266575724	3.33848682408225	2.70700017073434	3.08134233684268	2.71805772896833	3.82357590032454	3.10913418993691	2.94462252473066	2.63948969833202
ENSG00000003249	DBNDD1	1.11005673072321	2.5423109941935	1.26889471974134	1.14300569086739	1.72051852973985	4.46196803912317	1.94845558254972	1.57253541002603	1.66524169853319	2.92634333465691	1.72643986778489	1.08663856125942	2.89509208717776	1.59222481922647	2.18369245255491	3.86045312469491	1.50250240356441	2.05420681758354	2.85090155613823	3.08357677800767	2.18157065087771	3.5781630612871	1.80055815306445	1.34074086846867	1.11293494007661	2.42028033139753	1.44970554927115	2.76355709480635	1.21745214237183	2.64952814437532
ENSG00000141013	GAS8	3.08495284167605	3.50640298521102	3.52818543670852	0.969786967690833	3.43220113295453	3.30807470877439	3.49844282568077	3.92741345904934	3.25107267257848	3.47750538513944	4.16623836679325	2.75514776328564	3.61744127919548	2.03258007104728	3.60254240464183	2.71080582353964	3.85386447011769	4.31709255612561	2.89021443928573	4.87033573659629	3.86241894718273	3.71571066450371	2.94906877372903	2.66916943018563	2.59927286056875	3.2218190340689	4.59234781787197	4.74722290058763	3.88752237078297	3.60596610536696
ENSG00000221819	C16orf3	0.443524374306379	0.520792306469224	0.52282648220409	0.105149867143689	0.32999030483643	0.59606143591932	0.790408954254341	0.629318530537752	0.403523687903418	0.476498543175487	0.904094911230966	0.191002362151821	0.563349093935255	0.336516686957695	0.633163421869316	0.1819817942287	0.776766580721027	1.1698716214249	0.840688054606028	1.06214455105816	0.631967760315888	1.06505502567052	0.574843118990356	0.463936643138454	0.252817066530098	0.552942246872516	0.786455758765282	1.27111255284164	0.594018214521614	0.713939814507416
ENSG00000126856	PRDM7	0.0196343240733545	0.0185994133357449	0.00945112737814371	0.0238750629939287	0.0131478876778538	0.0319568991103428	0.0310801666063472	0.0521856967509627	0.0143964709975918	0.0201494723689913	0.0402046010168934	0.00475620103669969	0.066399352898186	0.026452271364533	0.0300275188063291	0.0055244167183048	0.023630504129063	0.145733627264946	0.00961393996578475	0.028997165369921	0.0352107320004374	0.0282527559953362	0.0176158784653196	0.0473743655380975	0.0382042028639825	0.0152020694314183	2.33488105536961	0.0423978340019019	0.0588627842803052	0.0347248920917227
ENSG00000186868	MAPT	2.70793523297816	1.25244842258898	3.13621863026062	0.235071896395884	1.40699034946339	5.51797840576673	3.63484268951292	2.06227950161518	2.9636491277074	2.66635230644308	1.58015992561623	2.18060736981892	3.00986842223686	0.404219677185611	1.24869305228699	5.51400112427881	1.89615179573258	1.12553233196408	0.924403515501492	5.41327927358696	3.10505016956576	2.60099937917793	2.46559202935028	1.64190389066371	0.759663628867575	1.40245552883688	3.36367307011851	1.45553267214519	1.67997388878221	2.03013150212255
ENSG00000256762	STH	0.0549138460552402	0.0163705174330534	0.0495882743362447	0.00621112571343096	0.0207346749801257	0.557952796433903	0.210280884916853	0.0673088908128657	0.0458190603628893	0.0680594871598829	0	0.0461015094868331	0.0326845809986998	0.00578781443914712	0.019715363704671	0.334783432040134	0.0495462123148171	0.0211463270397399	0.010756172336483	0.38010081593488	0.082770909208124	0.0989809873850659	0.0795582943383897	0.0230873024714917	0.0121903437415584	0.0200669424207163	0.25170802335973	0.0210180100038204	0.0472882389648238	0.0615403786829074
ENSG00000120071	KANSL1	3.94632155844943	3.48837746623556	4.26095361441421	3.29259992336104	4.20410288512088	3.08637788117884	4.11842153550647	4.73405257129013	3.92040354226126	4.05948971151286	4.4633001596202	2.47061745476008	2.87032781619678	2.48606349597109	4.16733994140862	3.16087766395333	4.48277254387303	4.71389189836693	3.07450439513121	3.98170187347351	4.11733287859282	3.80384977753526	4.25984433490168	4.05879478804029	4.14771046247071	3.5447075365913	4.61343570556127	4.54352489138986	4.77902249560008	4.50695325175383
ENSG00000228696	ARL17B	0.706101610498769	0.494911233424053	0.891216548979344	0.348436326461894	0.822274059524219	0.593478924602574	0.767808739905586	1.2587335247219	0.736313629741401	0.689866814160451	1.25687621776485	0.275558726784987	0.397350365911636	0.245861342664115	0.719344879486155	0.456347397540494	1.04215146419428	1.1628408799067	0.299912509588685	0.873210248267302	0.930963503513666	0.626050529830682	0.694573422923752	0.720620787438264	0.859971392161886	0.519350056476421	0.651736603117055	0.948023058871298	1.19980999904262	0.899197319117175
ENSG00000176681	LRRC37A	0.650876386757861	0.489781471340536	0.776344956359797	0.52107995176953	0.698382642925388	0.630106250783643	0.725630275057031	1.01551461303186	0.691011562624169	0.674178611422102	0.950807979126783	0.276263297589396	0.476216767138534	0.311534950756524	0.866023255057744	0.42459824265555	0.937880979415407	0.866233123916493	0.338230941332147	1.12841115748061	1.01643800708014	0.700562264382745	0.780597792766128	0.731681052642531	0.921028677250706	0.538002649280966	2.18467544415624	1.01420617593856	0.989462351495156	0.915725466714991
ENSG00000073969	NSF	4.0312055585551	4.31313885157654	4.23150038760689	3.21797112620571	4.07557926521071	5.16252801778516	4.06593074694244	4.27618212938112	4.13399202833234	4.03245963002095	3.99993171070019	2.68465353820003	3.31280261058071	3.00849469157611	4.13041319540457	4.10992312133099	4.24966483248186	3.45771721594169	3.53779750374676	5.52670484327301	4.21153613411531	4.30696180313145	4.57475759724719	4.26492479322278	4.33560103508001	3.89204382241947	4.81656711679546	4.29581073444213	4.10495948714678	4.30427117052982
ENSG00000108379	WNT3	1.19674741589482	0.547142372155965	0.749807415652074	0.122067385987738	0.657786477077842	2.08327671070991	1.55539623439257	1.37730417795484	0.897785095222453	1.29063199109243	1.03547608944681	0.68411033673302	1.21653793221504	2.93093206442256	1.3772367585883	0.151996935439369	1.00035354132548	0.930811272162872	0.584155641070212	1.95419841894537	1.68793137348678	1.40232997196125	3.80142680769381	2.08868773700675	1.02544385756919	0.662708934361723	3.30577790379665	1.81724723162907	1.01602691627843	1.39538985643074
