Name	Coefficient	Coefficient_std_error	Coefficient_P_value	partition
Brain_Cortex	2.26053429911e-09	5.19357213396e-09	0.331688248811	11
Brain_Hippocampus	1.70214334022e-09	4.75288822419e-09	0.360123685296	11
Brain_Frontal_Cortex_(BA9)	1.2852025665e-09	4.42195278902e-09	0.385662795304	11
Brain_Substantia_nigra	-7.11452848859e-10	5.60484727424e-09	0.550504187806	11
Brain_Amygdala	-1.17100926486e-09	4.8046851854e-09	0.596277076872	11
Brain_Putamen_(basal_ganglia)	-4.29543411487e-09	5.07389996769e-09	0.801383822145	11
Brain_Hypothalamus	-7.8993166843e-09	4.81158525252e-09	0.949676859704	11
Brain_Caudate_(basal_ganglia)	-9.6739571626e-09	4.80296983503e-09	0.978003712396	11
Brain_Nucleus_accumbens_(basal_ganglia)	-1.27844583095e-08	4.99067104671e-09	0.994791505757	11
Brain_Spinal_cord_(cervical_c-1)	1.17975157087e-08	5.49855825998e-09	0.0159538388771	12
Brain_Hippocampus	1.02565110196e-08	4.92481062575e-09	0.0186429196304	12
Brain_Amygdala	7.87699554438e-09	4.81306119172e-09	0.0508583497879	12
Brain_Substantia_nigra	8.35726550881e-09	5.6647460092e-09	0.0700643943511	12
Brain_Hypothalamus	6.37368649715e-09	4.60256353052e-09	0.0830549374892	12
Brain_Cerebellum	3.59967737364e-09	5.03045433668e-09	0.23712629287	12
Brain_Frontal_Cortex_(BA9)	2.90384805073e-09	4.59723518172e-09	0.263807487198	12
Brain_Anterior_cingulate_cortex_(BA24)	1.67055039226e-09	5.01770610598e-09	0.369593148054	12
Brain_Putamen_(basal_ganglia)	-6.30879099349e-10	5.15719294685e-09	0.548681138978	12
Brain_Cortex	-7.14151640391e-10	4.58505838624e-09	0.561887433501	12
Brain_Cerebellar_Hemisphere	-1.59330226688e-09	4.88300235549e-09	0.627899648012	12
Brain_Caudate_(basal_ganglia)	-1.72566025741e-09	4.51559450539e-09	0.648827067036	12
Brain_Nucleus_accumbens_(basal_ganglia)	-2.31514614337e-09	4.94868925639e-09	0.68004697875	12
Brain_Putamen_(basal_ganglia)	8.99674939303e-09	4.80034873688e-09	0.0304523535526	13
Brain_Cerebellar_Hemisphere	6.95384751186e-09	4.63159759235e-09	0.0666269909908	13
Brain_Amygdala	5.5012453221e-09	4.0920541785e-09	0.0894139724088	13
